travelCosts,improvements,steps,pI,pR,maxCosts
80.13794099866026,106.69631460412693,2100,0.1,0.004,2.0
80.90119925689544,108.60296651936862,2200,0.1,0.004,2.0
80.75819144059993,98.0462251526526,2300,0.1,0.004,2.0
80.81067027392,98.00130889993243,2400,0.1,0.004,2.0
82.01005090141375,102.79571976433235,2500,0.1,0.004,2.0
83.26982578450611,89.55252359936136,2600,0.1,0.004,2.0
84.24935114498162,74.8736872643826,2700,0.1,0.004,2.0
85.27645576286275,69.52766136379141,2800,0.1,0.004,2.0
85.50104316837772,65.37810250228307,2900,0.1,0.004,2.0
84.93954792342744,65.9843947298774,3000,0.1,0.004,2.0
84.54672750718326,66.89276153374912,3100,0.1,0.004,2.0
84.70922401531769,69.70942582947148,3200,0.1,0.004,2.0
85.21320975667011,65.73203717059832,3300,0.1,0.004,2.0
84.99927828768644,79.9201246504665,3400,0.1,0.004,2.0
84.77049161632031,75.92671797151179,3500,0.1,0.004,2.0
84.02659164108161,71.55738243906494,3600,0.1,0.004,2.0
85.0167929354249,63.90958227467503,3700,0.1,0.004,2.0
84.43855592185659,66.34601568236094,3800,0.1,0.004,2.0
84.27232535592908,71.02778950755454,3900,0.1,0.004,2.0
85.02278277236701,63.96483323431228,4000,0.1,0.004,2.0
83.51241285514193,86.86443531465711,4100,0.1,0.004,2.0
82.91187143955933,91.19823301907802,4200,0.1,0.004,2.0
82.34003831013018,97.41062424554373,4300,0.1,0.004,2.0
81.30855968139618,115.28403287177747,4400,0.1,0.004,2.0
80.67768071393003,114.12843661577607,4500,0.1,0.004,2.0
82.27340557322916,94.33244461161813,4600,0.1,0.004,2.0
82.63724237867639,95.56949611300972,4700,0.1,0.004,2.0
83.67821944711142,84.32006516929124,4800,0.1,0.004,2.0
84.11570697594938,71.5300704995465,4900,0.1,0.004,2.0
82.56718413057372,84.11308761638152,5000,0.1,0.004,2.0
82.91455325362669,75.3631839934517,5100,0.1,0.004,2.0
81.58591624109444,86.35699292066182,5200,0.1,0.004,2.0
82.88511478861659,77.54117166715852,5300,0.1,0.004,2.0
82.13096055722033,87.11838310139989,5400,0.1,0.004,2.0
82.48798694782168,92.48862417481966,5500,0.1,0.004,2.0
82.65977342748849,92.92796548122001,5600,0.1,0.004,2.0
82.93777304074447,93.25581028589077,5700,0.1,0.004,2.0
83.55918178832425,87.71023698767029,5800,0.1,0.004,2.0
83.9179804975747,78.3771174467374,5900,0.1,0.004,2.0
82.97029778292023,80.56254166171522,6000,0.1,0.004,2.0
81.56647214530891,88.77769034244808,6100,0.1,0.004,2.0
82.66520074808903,83.57395905595375,6200,0.1,0.004,2.0
82.10083202845516,82.02414986391253,6300,0.1,0.004,2.0
81.24327920472844,87.54498175774283,6400,0.1,0.004,2.0
79.82766876561375,100.05596226426432,6500,0.1,0.004,2.0
79.5137053464391,98.99531096114588,6600,0.1,0.004,2.0
79.81245846345792,119.69080044617178,6700,0.1,0.004,2.0
79.92359354417069,115.15222654860503,6800,0.1,0.004,2.0
79.83985870565358,115.96686786009154,6900,0.1,0.004,2.0
79.35637030953679,104.66658340436905,7000,0.1,0.004,2.0
78.23832317560004,117.83266868934163,7100,0.1,0.004,2.0
78.8625694765258,114.9157916515766,7200,0.1,0.004,2.0
80.79578223648554,99.74892379691781,7300,0.1,0.004,2.0
80.01360471019491,120.34571201908268,7400,0.1,0.004,2.0
80.90468515336316,114.18000347499031,7500,0.1,0.004,2.0
80.69691045280493,115.60605108439354,7600,0.1,0.004,2.0
80.61647598481709,109.78737571810548,7700,0.1,0.004,2.0
81.46146544585243,103.63461541327477,7800,0.1,0.004,2.0
80.9728462499657,112.77898970209964,7900,0.1,0.004,2.0
81.45042138219097,114.42649812884139,8000,0.1,0.004,2.0
81.74866058515705,102.314585490427,8100,0.1,0.004,2.0
81.13004903346241,98.8131694739413,8200,0.1,0.004,2.0
82.61740456106114,82.58128028982748,8300,0.1,0.004,2.0
82.60920727286477,76.8201764479647,8400,0.1,0.004,2.0
81.4815036175298,84.72941579956684,8500,0.1,0.004,2.0
79.54736534379262,101.74736018764952,8600,0.1,0.004,2.0
83.47153936322108,78.00781815715419,8700,0.1,0.004,2.0
80.48931468349886,93.92640452027378,8800,0.1,0.004,2.0
79.71474346428975,95.9309825804219,8900,0.1,0.004,2.0
81.04581508397618,83.87802751976517,9000,0.1,0.004,2.0
81.14937765212208,90.85875855603838,9100,0.1,0.004,2.0
80.79191071150234,99.49799222823945,9200,0.1,0.004,2.0
81.10452528520264,97.5473158739398,9300,0.1,0.004,2.0
80.4520379405701,102.44348269880398,9400,0.1,0.004,2.0
81.3090474288131,92.67059190415091,9500,0.1,0.004,2.0
79.44319239223036,114.60605660419668,9600,0.1,0.004,2.0
80.21929690155399,103.74596730318254,9700,0.1,0.004,2.0
79.77046450029697,105.69149453129167,9800,0.1,0.004,2.0
80.41454698587305,101.8513932068192,9900,0.1,0.004,2.0
79.23583333429104,114.33107037932271,10000,0.1,0.004,2.0
93.36270928741386,0.0,0,0.2,0.001,2.0
79.84997516589326,331.69921473946425,100,0.2,0.001,2.0
63.764199977995325,569.5316354246413,200,0.2,0.001,2.0
57.22317102331017,729.1442078206255,300,0.2,0.001,2.0
52.326390891943596,864.7017235276081,400,0.2,0.001,2.0
51.708010401945295,931.8095448991376,500,0.2,0.001,2.0
51.775821104189376,964.3068689939769,600,0.2,0.001,2.0
51.78792357957128,1013.5169215241397,700,0.2,0.001,2.0
50.951128435334766,1073.082546454195,800,0.2,0.001,2.0
51.18647256411936,1098.2547759841418,900,0.2,0.001,2.0
50.606148845130846,1131.281563916772,1000,0.2,0.001,2.0
50.58696279726079,1161.0547539407735,1100,0.2,0.001,2.0
50.61263087234882,1178.1310586770453,1200,0.2,0.001,2.0
50.42831578729539,1203.679430624627,1300,0.2,0.001,2.0
50.805298236706285,1219.9057342465799,1400,0.2,0.001,2.0
51.14093380905493,1212.2445212265172,1500,0.2,0.001,2.0
50.78907453637901,1244.604555240943,1600,0.2,0.001,2.0
50.15192842392341,1270.7310652580832,1700,0.2,0.001,2.0
50.7158802046993,1254.6851650465496,1800,0.2,0.001,2.0
50.347184346666026,1290.8992715053969,1900,0.2,0.001,2.0
49.744707220914854,1306.2852406615575,2000,0.2,0.001,2.0
49.93980455633851,1316.9530160818708,2100,0.2,0.001,2.0
49.75252201810444,1334.2009439968606,2200,0.2,0.001,2.0
49.8343923768495,1347.3100918915165,2300,0.2,0.001,2.0
49.59888114099064,1365.859410997607,2400,0.2,0.001,2.0
49.86181132238724,1369.8347958682411,2500,0.2,0.001,2.0
49.44181473889055,1393.6471281846398,2600,0.2,0.001,2.0
49.810863645649746,1392.0231267117395,2700,0.2,0.001,2.0
